city_ascii,GEOprob,BIOprob,x,y,bio_x,bio_y
Vaduz,0.348584372637797,0.11295403208265156,1059394.1980323463,5963924.685910614,-0.719769391362536,-0.3169418109673252
Klaipeda,0.12146635878755103,0.1134179090805103,2351056.513604858,7502955.365876916,-0.07599063940979844,0.6973941975812261
Vilnius,0.10756780500665573,0.11197586614998936,2818231.0206169887,7300661.381083198,-0.19516658625944538,0.963233850863205
Siauliai,0.12275325981413847,0.11341920907924201,2596527.122753106,7546202.349830315,-0.06924853139409004,0.8569828860185642
Kaunas,0.11268436386770403,0.11309615538645829,2658309.440143372,7352245.7089611525,-0.16256395972078685,0.8698810549467924
Panevezys,0.1216301826935748,0.11341127029300703,2712855.990632078,7506830.163816889,-0.09382175988736252,0.924642667817988
Diekirch,0.2817874654799674,0.17405431842788027,686473.9038748804,6426089.932192703,-0.48516990982848895,-0.4891200059700427
Grevenmacher,0.3202505187413707,0.22058131979235715,705019.7310410405,6394482.317900557,-0.500836733580805,-0.48170531959691765
Luxembourg,0.33874474928716447,0.24420828308476655,682388.478562767,6379298.722272802,-0.5066516024558627,-0.49790913036582296
Daugavpils,0.12248744907296467,0.1134112361837948,2951079.7009296827,7534564.044063807,-0.09388199118184293,1.0776247547062576
Ventspils,0.11990586780461876,0.11341177105266799,2400115.013197456,7840231.952266772,0.07778804852433385,0.7730366203174599
Riga,0.12357754867492068,0.11342174245471746,2682799.728117893,7749905.9659611825,0.02055558089170395,0.9381653631680789
Liepaga,0.12425787502403005,0.11342204706497347,2338822.501566677,7660619.4466461865,-0.0021970197294116645,0.7107156994529333
Jelgava,0.12427063675969217,0.11342205474552164,2639696.8212827384,7689462.376160315,-0.005141763929992216,0.9031073349568874
Rezekne,0.12431966851123347,0.1134215719109499,3040870.002203536,7658602.2929882975,-0.04122019568327717,1.1504066112522704
Monaco,0.1683312627664181,0.14319858942615388,824532.3363566984,5425232.718554642,-0.9568910784974429,-0.535836078257989
Balti,0.3897390890229279,0.11341832687617852,3106403.786433538,6066870.822390789,-0.7830740859321854,0.9795832965578501
Cahul,0.20400785149483594,0.12404112322655589,3138586.251221872,5765602.394446149,-0.9245584730086907,0.9596464203774744
Chisinau,0.3066454771911742,0.11384510567112742,3212424.4694650513,5942890.237883396,-0.8463322921429532,1.0295200300331286
Tiraspol,0.28780789583086114,0.11429551940270385,3299509.707112627,5918129.129727772,-0.8625418833367546,1.0807984344655135
Dubasari,0.33606490537272893,0.11360675249027526,3246165.407124492,5985124.924754398,-0.8285729418910219,1.056287117411114
Podgorica,0.14906573038963167,0.15610999067004475,2144714.705470446,5231041.611723426,-1.118586107422432,0.26564557594972094
Skopje,0.1221058574818792,0.13504762789147556,2385966.305917628,5160979.444049783,-1.164171701492379,0.40750652564921674
Bitola,0.05602146787667723,0.11510262243740768,2375502.2737830617,5018110.616673192,-1.2298713688707767,0.3819301546939675
Tetovo,0.12168275701594576,0.13764452344721065,2334380.853884027,5162357.659070327,-1.1607338198695887,0.3753624005395335
Maastricht,0.09632084466977818,0.11270204573001968,631960.7492334138,6595332.201458038,-0.403712204911002,-0.5007527217717165
Amsterdam,0.02831330976633974,0.07953715463096034,547313.4084342078,6863659.039714891,-0.2746609043218933,-0.518079757338815
The Hague,0.02461934765151256,0.05289957054256815,475334.22568727686,6814603.426035637,-0.2935095244825803,-0.5697180099967325
Haarlem,0.029388355682882818,0.08413106998564358,515409.2423728557,6869201.07560679,-0.270359453782957,-0.5373357156773741
