city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,x,y
Šavnik,Savnik,42.9564,19.0967,Montenegro,ME,MNE,Šavnik,admin,,1499140506,2125834.919831909,5305337.835230688
Tivat,Tivat,42.4364,18.6961,Montenegro,ME,MNE,Tivat,admin,,1499952005,2081240.3318201227,5226575.872162631
Ulcinj,Ulcinj,41.9283,19.2064,Montenegro,ME,MNE,Ulcinj,admin,,1499867182,2138046.667971928,5150245.175348276
Žabljak,Zabljak,43.1547,19.1219,Montenegro,ME,MNE,Žabljak,admin,,1499125825,2128640.1709998995,5335548.486302405
Marigot,Marigot,18.0706,-63.0847,Saint Martin,MF,MAF,,primary,,1663133172,-7022556.680846426,2045813.8072223042
Antananarivo,Antananarivo,-18.9166,47.5166,Madagascar,MG,MDG,Antananarivo,primary,1697000.0,1450978461,5289523.716227662,-2145119.3729037754
Toamasina,Toamasina,-18.1818,49.405,Madagascar,MG,MDG,Toamasina,admin,210226.0,1450540529,5499739.442641681,-2058838.927197597
Antalaha,Antalaha,-14.8833,50.2833,Madagascar,MG,MDG,Antsiranana,,47224.0,1450649394,5597511.351405413,-1675754.5421136995
Maroantsetra,Maroantsetra,-15.4333,49.7333,Madagascar,MG,MDG,Toamasina,,38046.0,1450485257,5536285.63146911,-1739187.5525071535
Mandritsara,Mandritsara,-15.8328,48.8166,Madagascar,MG,MDG,Mahajanga,,9705.0,1450981137,5434239.054258919,-1785368.1385234704
Besalampy,Besalampy,-16.7495,44.4833,Madagascar,MG,MDG,Mahajanga,,1022.0,1450740445,4951858.304804427,-1891684.7473098354
Marovoay,Marovoay,-16.0995,46.6333,Madagascar,MG,MDG,Mahajanga,,31253.0,1450283819,5191195.210009964,-1816248.2994781663
Andoany,Andoany,-13.4,48.2666,Madagascar,MG,MDG,Antsiranana,,22680.0,1450689047,5373013.334322617,-1505468.5717959327
Mahajanga,Mahajanga,-15.67,46.345,Madagascar,MG,MDG,Mahajanga,admin,154657.0,1450421961,5159101.800814263,-1766538.2289580489
Ambanja,Ambanja,-13.6829,48.45,Madagascar,MG,MDG,Antsiranana,,30621.0,1450987919,5393429.328934103,-1537861.3863399727
Antsiranana,Antsiranana,-12.2765,49.3115,Madagascar,MG,MDG,Antsiranana,admin,82937.0,1450106928,5489331.070252511,-1377192.1599606024
Miandrivazo,Miandrivazo,-19.5162,45.4666,Madagascar,MG,MDG,Toliara,,20631.0,1450332104,5061318.760101453,-2215805.3874864564
Mananjary,Mananjary,-21.2167,48.3333,Madagascar,MG,MDG,Fianarantsoa,,27686.0,1450681595,5380438.344358531,-2417736.5843942375
Morombe,Morombe,-21.7391,43.3657,Madagascar,MG,MDG,Toliara,,16727.0,1450018559,4827447.641893863,-2480229.746289684
Toliara,Toliara,-23.3568,43.69,Madagascar,MG,MDG,Toliara,admin,115319.0,1450593748,4863548.552758123,-2675224.9712620242
Manja,Manja,-21.4329,44.3333,Madagascar,MG,MDG,Toliara,,1536.0,1450949899,4935160.381185437,-2443572.780243246
Fianarantsoa,Fianarantsoa,-21.4333,47.0833,Madagascar,MG,MDG,Fianarantsoa,admin,184184.0,1450070223,5241288.980866937,-2443620.6161370277
Androka,Androka,-25.0219,44.0749,Madagascar,MG,MDG,Toliara,,174.0,1450495720,4906395.4247644525,-2878434.785717106
Bekiy,Bekiy,-24.2162,45.3166,Madagascar,MG,MDG,Toliara,,4286.0,1450655091,5044620.836482461,-2779775.2380567403
Antsirabe,Antsirabe,-19.85,47.0333,Madagascar,MG,MDG,Antananarivo,minor,307921.0,1450791699,5235723.006327273,-2255269.808233644
Antsohihy,Antsohihy,-14.8661,47.9834,Madagascar,MG,MDG,Mahajanga,minor,21290.0,1450240411,5341487.654529963,-1673773.4598600743
Maintirano,Maintirano,-18.0666,44.0167,Madagascar,MG,MDG,Mahajanga,minor,5925.0,1450625023,4899916.630400283,-2045345.4317191748
Ambatondrazaka,Ambatondrazaka,-17.8329,48.4167,Madagascar,MG,MDG,Toamasina,minor,43134.0,1450068349,5389722.389890688,-2017999.017447685
Farafangana,Farafangana,-22.8166,47.8332,Madagascar,MG,MDG,Fianarantsoa,minor,24764.0,1450306255,5324767.467012814,-2609854.5260960106
Ihosy,Ihosy,-22.3996,46.1167,Madagascar,MG,MDG,Fianarantsoa,minor,16990.0,1450600411,5133687.56106616,-2559570.0977759366
Morondava,Morondava,-20.2833,44.2833,Madagascar,MG,MDG,Toliara,minor,36803.0,1450721607,4929594.40664577,-2306622.0733441804
Tôlanaro,Tolanaro,-25.0268,46.99,Madagascar,MG,MDG,Toliara,minor,16818.0,1450217836,5230902.872375925,-2879036.7596615665
Sambava,Sambava,-14.2662,50.1666,Madagascar,MG,MDG,Antsiranana,minor,43465.0,1450004590,5584520.3668298405,-1604774.7905338388
Majuro,Majuro,7.103,171.38,Marshall Islands,MH,MHL,Majuro,primary,25400.0,1584000000,19077934.332151227,792735.5100450865
Vevčani,Vevcani,41.2406,20.5933,Macedonia,MK,MKD,Vevčani,admin,,1807108428,2292435.669753122,5047895.144614083
Kočani,Kocani,41.9164,22.4128,Macedonia,MK,MKD,Kočani,admin,,1807422302,2494981.4832514827,5148464.783976023
Staro Nagoričane,Staro Nagoricane,42.1981,21.8286,Macedonia,MK,MKD,Staro Nagoričane,admin,,1807782793,2429948.6367300516,5190700.209135928
Radoviš,Radovis,41.6383,22.4647,Macedonia,MK,MKD,Radoviš,admin,,1807341711,2500758.964823654,5106951.585242861
Sopište,Sopiste,41.9547,21.4275,Macedonia,MK,MKD,Sopište,admin,,1807691189,2385298.3889728696,5154196.137235071
Petrovec,Petrovec,41.9389,21.615,Macedonia,MK,MKD,Petrovec,admin,,1807236473,2406170.7934966087,5151831.349875765
Bosilovo,Bosilovo,41.4406,22.7278,Macedonia,MK,MKD,Bosilovo,admin,,1807868218,2530047.122851362,5077548.897553488
Zrnovci,Zrnovci,41.8542,22.4444,Macedonia,MK,MKD,Zrnovci,admin,,1807046032,2498499.179160549,5139164.270079464
Gradsko,Gradsko,41.5775,21.9428,Macedonia,MK,MKD,Gradsko,admin,,1807080471,2442661.3225786416,5097899.603627826
Lipkovo,Lipkovo,42.1564,21.5853,Macedonia,MK,MKD,Lipkovo,admin,,1807754347,2402864.6046200474,5184436.272950678
Lozovo,Lozovo,41.7839,21.9056,Macedonia,MK,MKD,Lozovo,admin,,1807681577,2438520.2375211325,5128663.477271532
Plasnica,Plasnica,41.4672,21.1231,Macedonia,MK,MKD,Plasnica,admin,,1807030257,2351412.7359753973,5081499.722746996
Aračinovo,Aracinovo,42.0264,21.5619,Macedonia,MK,MKD,Aračinovo,admin,,1807619539,2400259.728535487,5164934.856716906
Studeničani,Studenicani,41.9158,21.5306,Macedonia,MK,MKD,Studeničani,admin,,1807047160,2396775.4284736547,5148375.025135706
Resen,Resen,41.0893,21.0109,Macedonia,MK,MKD,Resen,admin,,1807384915,2338922.689108393,5025522.329743593
Bogovinje,Bogovinje,41.9236,20.9136,Macedonia,MK,MKD,Bogovinje,admin,,1807279534,2328091.302654207,5149541.955888314
Vinica,Vinica,41.8828,22.5092,Macedonia,MK,MKD,Vinica,admin,,1807665568,2505712.6821639524,5143439.587711981
Belčišta,Belcista,41.3028,20.8303,Macedonia,MK,MKD,Debarca,admin,,1807953626,2318818.3890711255,5057107.711128006
Mogila,Mogila,41.1083,21.3786,Macedonia,MK,MKD,Mogila,admin,,1807583335,2379854.865873079,5028329.036821911
Veles,Veles,41.7156,21.7756,Macedonia,MK,MKD,Veles,admin,,1807468155,2424048.703718008,5118472.447689643
Kavadarci,Kavadarci,41.4331,22.0119,Macedonia,MK,MKD,Kavadarci,admin,,1807183974,2450353.4993924596,5076435.235780562
Kumanovo,Kumanovo,42.1322,21.7144,Macedonia,MK,MKD,Kumanovo,admin,,1807301219,2417235.950881459,5180802.979594709
Ohrid,Ohrid,41.1172,20.8019,Macedonia,MK,MKD,Ohrid,admin,,1807586875,2315656.9155325987,5029644.0368212415
Strumica,Strumica,41.4375,22.6433,Macedonia,MK,MKD,Strumica,admin,,1807799132,2520640.62587933,5077088.568417886
Makedonski Brod,Makedonski Brod,41.5136,21.2153,Macedonia,MK,MKD,Makedonski Brod,admin,,1807831162,2361676.393026536,5088395.269572048
Rostuša,Rostusa,41.61,20.6,Macedonia,MK,MKD,Mavrovo i Rostuša,admin,,1807907483,2293181.5103414343,5102737.183839084
Struga,Struga,41.178,20.6778,Macedonia,MK,MKD,Struga,admin,,1807746682,2301842.166725151,5038632.181631256
Čučer-Sandevo,Cucer-Sandevo,42.102,21.3846,Macedonia,MK,MKD,Čučer-Sandevo,admin,,1807969277,2380522.782817837,5176270.81624419
Novo Selo,Novo Selo,41.4149,22.8816,Macedonia,MK,MKD,Novo Selo,admin,,1807743098,2547168.0605353676,5073733.284722081
Zelenikovo,Zelenikovo,41.8841,21.5885,Macedonia,MK,MKD,Zelenikovo,admin,,1807765797,2403220.8269905867,5143633.9657897465
Star Dojran,Star Dojran,41.1865,22.7203,Macedonia,MK,MKD,Dojran,admin,,1807304153,2529212.2266704137,5039889.412393825
Skopje,Skopje,42.0,21.4335,Macedonia,MK,MKD,,primary,494087.0,1807600615,2385966.3059176276,5160979.444049783
Štip,Stip,41.7423,22.1979,Macedonia,MK,MKD,Štip,admin,,1807614061,2471058.9246800086,5122455.058772738
Makedonska Kamenica,Makedonska Kamenica,42.0208,22.5876,Macedonia,MK,MKD,Makedonska Kamenica,admin,,1807768534,2514440.1302421456,5164095.692578965
Ilinden,Ilinden,41.9945,21.58,Macedonia,MK,MKD,Ilinden,admin,,1807767601,2402274.6113188444,5160155.606324816
Demir Hisar,Demir Hisar,41.221,21.203,Macedonia,MK,MKD,Demir Hisar,admin,,1807908017,2360307.1632897807,5044993.966550347
Želino,Zelino,41.9825,21.0624,Macedonia,MK,MKD,Želino,admin,,1807040075,2344655.6428842437,5158358.38927482
Prilep,Prilep,41.3451,21.555,Macedonia,MK,MKD,Prilep,admin,,1807551778,2399491.6240490125,5063377.869353566
Bitola,Bitola,41.0391,21.3395,Macedonia,MK,MKD,Bitola,admin,86528.0,1807488567,2375502.2737830617,5018110.616673192
Krivogaštani,Krivogastani,41.3369,21.3311,Macedonia,MK,MKD,Krivogaštani,admin,,1807293579,2374567.190060397,5062162.059585651
Kruševo,Krusevo,41.3694,21.2483,Macedonia,MK,MKD,Kruševo,admin,,1807741715,2365349.9362227144,5066981.717259455
Vasilevo,Vasilevo,41.4741,22.643,Macedonia,MK,MKD,Vasilevo,admin,,1807855424,2520607.230032093,5082524.825588974
Gostivar,Gostivar,41.796,20.9082,Macedonia,MK,MKD,Gostivar,admin,,1807901060,2327490.177403923,5130470.047374287
Vrapčište,Vrapciste,41.8344,20.8856,Macedonia,MK,MKD,Vrapčište,admin,,1807187187,2324974.356911995,5136205.554599974
Novaci,Novaci,41.042,21.4587,Macedonia,MK,MKD,Novaci,admin,,1807936735,2388771.5570856184,5018538.629440972
Čaška,Caska,41.6487,21.6922,Macedonia,MK,MKD,Čaška,admin,,1807720763,2414764.6581858485,5108500.805499518
Kratovo,Kratovo,42.0784,22.1807,Macedonia,MK,MKD,Kratovo,admin,,1807262234,2469144.2294383645,5172730.628050697
Probištip,Probistip,42.0019,22.1728,Macedonia,MK,MKD,Probištip,admin,,1807592969,2468264.805461096,5161264.059084432
Debar,Debar,41.5244,20.5242,Macedonia,MK,MKD,Debar,admin,,1807621851,2284743.492939307,5090000.976511569
Centar Župa,Centar Zupa,41.4788,20.5586,Macedonia,MK,MKD,Centar Župa,admin,,1807323094,2288572.8834225945,5083223.146526607
Rosoman,Rosoman,41.5167,21.9458,Macedonia,MK,MKD,Rosoman,admin,,1807663389,2442995.281051022,5088856.139517056
Jegunovce,Jegunovce,42.0724,21.1237,Macedonia,MK,MKD,Jegunovce,admin,,1807040114,2351479.527669874,5171830.790140359
Demir Kapija,Demir Kapija,41.4061,22.2463,Macedonia,MK,MKD,Demir Kapija,admin,,1807182004,2476446.7880344037,5072427.1183767
Negotino,Negotino,41.4846,22.0906,Macedonia,MK,MKD,Negotino,admin,,1807848381,2459114.3433178896,5084084.974091459
Konče,Konce,41.4951,22.3836,Macedonia,MK,MKD,Konče,admin,,1807382770,2491730.9541203175,5085645.37543117
Dolneni,Dolneni,41.4258,21.454,Macedonia,MK,MKD,Dolneni,admin,,1807169470,2388248.3554788916,5075351.395217459
Sveti Nikole,Sveti Nikole,41.8667,21.9411,Macedonia,MK,MKD,Sveti Nikole,admin,,1807880409,2442472.0794442957,5141032.617670054
Valandovo,Valandovo,41.3174,22.56,Macedonia,MK,MKD,Valandovo,admin,,1807423601,2511367.712296251,5059271.41928852
Kičevo,Kicevo,41.5127,20.9589,Macedonia,MK,MKD,Kičevo,admin,,1807895120,2333134.075587141,5088261.472754444
Delčevo,Delcevo,41.9654,22.7763,Macedonia,MK,MKD,Delčevo,admin,,1807161783,2535446.1181548377,5155797.940102711
Tetovo,Tetovo,42.0092,20.9701,Macedonia,MK,MKD,Tetovo,admin,119132.0,1807020286,2334380.853884027,5162357.659070327
Češinovo,Cesinovo,41.8715,22.2896,Macedonia,MK,MKD,Češinovo-Obleševo,admin,,1807687666,2481266.9219857515,5141750.16021221
Karbinci,Karbinci,41.8176,22.2353,Macedonia,MK,MKD,Karbinci,admin,,1807568669,2475222.2736356766,5133695.847044751
Tearce,Tearce,42.0767,21.0531,Macedonia,MK,MKD,Tearce,admin,,1807139125,2343620.3716198686,5172475.665338881
Kriva Palanka,Kriva Palanka,42.2009,22.3324,Macedonia,MK,MKD,Kriva Palanka,admin,,1807058849,2486031.3961917036,5191120.957211073
Rankovce,Rankovce,42.1686,22.1166,Macedonia,MK,MKD,Rankovce,admin,,1807575395,2462008.650078513,5186268.459993162
Pehčevo,Pehcevo,41.7623,22.8892,Macedonia,MK,MKD,Pehčevo,admin,,1807666030,2548014.0886653964,5125439.372972588
Gevgelija,Gevgelija,41.1417,22.5014,Macedonia,MK,MKD,Gevgelija,admin,,1807600399,2504844.3901357674,5033264.901928502
Bogdanci,Bogdanci,41.2031,22.5756,Macedonia,MK,MKD,Bogdanci,admin,,1807565779,2513104.2963526268,5042345.180802448
Berovo,Berovo,41.7031,22.8578,Macedonia,MK,MKD,Berovo,admin,,1807873177,2544518.656654489,5116608.49800171
Brvenica,Brvenica,41.9672,20.9808,Macedonia,MK,MKD,Brvenica,admin,,1807009322,2335571.972435514,5156067.428699735
Aguelhok,Aguelhok,19.4549,0.8564,Mali,ML,MLI,Kidal,,9000.0,1466967655,95334.01191536081,2208566.9239815725
Bamako,Bamako,12.65,-8.0,Mali,ML,MLI,Bamako,primary,1494000.0,1466965925,-890555.9263461898,1419773.515884513
Kidal,Kidal,18.4411,1.4078,Mali,ML,MLI,Kidal,admin,,1466444510,156715.57913876962,2089243.7173547153
Bourem,Bourem,16.9004,-0.35,Mali,ML,MLI,Gao,,30000.0,1466124401,-38961.82177764616,1909234.0893313726
Mopti,Mopti,14.49,-4.18,Mali,ML,MLI,Mopti,admin,108456.0,1466352252,-465315.4715158829,1630493.6735826617
Gao,Gao,16.2666,-0.05,Mali,ML,MLI,Gao,admin,116967.0,1466571211,-5565.9745396633325,1835617.2665876206
Satadougou,Satadougou,12.617,-11.4066,Mali,ML,MLI,Kayes,,706.0,1466591334,-1269776.9036825537,1416008.8259117138
Koulikoro,Koulikoro,12.8833,-7.55,Mali,ML,MLI,Koulikoro,admin,23919.0,1466411645,-840462.1554892141,1446402.6955831153
Sikasso,Sikasso,11.3204,-5.68,Mali,ML,MLI,Sikasso,admin,225753.0,1466666150,-632294.7077057943,1268461.0820242383
Araouane,Araouane,18.9,-3.53,Mali,ML,MLI,Tombouctou,,4026.0,1466354924,-392957.80250025674,2143166.065823006
Ségou,Segou,13.44,-6.26,Mali,ML,MLI,Ségou,admin,122952.0,1466684950,-696860.0123658917,1510046.3480586733
Timbuktu,Timbuktu,16.7666,-3.0166,Mali,ML,MLI,Tombouctou,admin,68872.0,1466595315,-335806.3759269898,1893672.7389039448
Markala,Markala,13.6704,-6.07,Mali,ML,MLI,Ségou,,53738.0,1466526342,-675709.309115171,1536429.2863060555
Taoudenni,Taoudenni,22.6666,-3.9834,Mali,ML,MLI,Tombouctou,,3019.0,1466976172,-443430.05962592486,2591749.032533911
Kayes,Kayes,14.45,-11.44,Mali,ML,MLI,Kayes,admin,77207.0,1466546429,-1273494.9746750498,1625895.0180871054
Sokolo,Sokolo,14.7337,-6.1333,Mali,ML,MLI,Ségou,,4374.0,1466033359,-682755.8328823843,1658529.0029144285
Kita,Kita,13.0504,-9.4833,Mali,ML,MLI,Kayes,minor,46435.0,1466078415,-1055676.1270398502,1465490.9389787721
Nara,Nara,15.18,-7.28,Mali,ML,MLI,Koulikoro,minor,18459.0,1466925477,-810405.8929750322,1709953.2649384714
Kati,Kati,12.7504,-8.08,Mali,ML,MLI,Koulikoro,minor,66895.0,1466006801,-899461.4856096512,1431230.298540015
Kangaba,Kangaba,11.9404,-8.44,Mali,ML,MLI,Koulikoro,minor,17232.0,1466770326,-939536.5022952299,1338926.2934450055
San,San,13.3004,-4.9,Mali,ML,MLI,Ségou,minor,41386.0,1466198810,-545465.5048870406,1494073.2114531675
Bougouni,Bougouni,11.4204,-7.49,Mali,ML,MLI,Sikasso,minor,35450.0,1466902797,-833782.9860416182,1279815.8916970901
Koutiala,Koutiala,12.3904,-5.47,Mali,ML,MLI,Sikasso,minor,104927.0,1466253368,-608917.6146392054,1390170.9901773813
Djenné,Djenne,13.9,-4.55,Mali,ML,MLI,Mopti,minor,32944.0,1466017388,-506503.6831093944,1562746.29940896
Yélimané,Yelimane,15.1337,-10.5666,Mali,ML,MLI,Kayes,minor,988.0,1466380722,-1176268.531416204,1704613.4187446253
Bafoulabé,Bafoulabe,13.8004,-10.82,Mali,ML,MLI,Kayes,minor,26823.0,1466740370,-1204476.8903832186,1551326.855248791
Nioro du Sahel,Nioro du Sahel,15.2304,-9.59,Mali,ML,MLI,Kayes,minor,14421.0,1466532076,-1067553.9167074922,1715767.3012238
Goundam,Goundam,16.417,-3.6666,Mali,ML,MLI,Tombouctou,minor,8456.0,1466655191,-408164.04494261596,1853064.5907003388
Ménaka,Menaka,15.9167,2.4,Mali,ML,MLI,Gao,minor,9110.0,1466373205,267166.77790385694,1795078.166307354
Tessalit,Tessalit,20.2014,1.0888,Mali,ML,MLI,Kidal,minor,6000.0,1466140377,121204.66157571586,2296904.846211847
Banamba,Banamba,13.5504,-7.45,Mali,ML,MLI,Koulikoro,minor,30591.0,1466760822,-829330.2064098875,1522684.9812726432
Rangoon,Rangoon,16.7834,96.1667,Burma,MM,MMR,Yangon,primary,4088000.0,1104616656,10705228.075269502,1895626.027538726
Allanmyo,Allanmyo,19.3783,95.2279,Burma,MM,MMR,Magway,,57897.0,1104582279,10600721.337312778,2199525.639652693
Mudon,Mudon,16.2618,97.7215,Burma,MM,MMR,Mon State,,152300.0,1104174785,10878307.619554883,1835060.6578116866
Mawlamyine,Mawlamyine,16.5004,97.67,Burma,MM,MMR,Mon State,admin,438861.0,1104530702,10872574.665779028,1862745.3124154615
Phyarpon,Phyarpon,16.2933,95.6829,Burma,MM,MMR,Ayeyawady,,65601.0,1104170402,10651371.705623718,1838713.6513728173
Labutta,Labutta,16.1619,94.7014,Burma,MM,MMR,Ayeyawady,,1667.0,1104103403,10542111.625410117,1823479.3182278513
Dawei,Dawei,14.098,98.195,Burma,MM,MMR,Taninthayi,admin,146212.0,1104373474,10931017.398445494,1585462.2353862524
Myeik,Myeik,12.4541,98.6115,Burma,MM,MMR,Taninthayi,,266720.0,1104715655,10977381.966360897,1397432.031726471
Ye,Ye,15.2533,97.8679,Burma,MM,MMR,Mon State,,50798.0,1104513802,10894604.79300702,1718409.4560967458
Namtu,Namtu,23.0837,97.4,Burma,MM,MMR,Shan State,,48591.0,1104043404,10842518.403264845,2642143.8799271574
Hinthada,Hinthada,17.6483,95.4679,Burma,MM,MMR,Ayeyawady,,180728.0,1104524588,10627438.015103163,1996423.4184582694
Thongwa,Thongwa,16.7547,96.5193,Burma,MM,MMR,Yangon,,52496.0,1104339441,10744479.327723207,1892289.2638627691
Bago,Bago,17.32,96.515,Burma,MM,MMR,Bago,admin,284318.0,1104027443,10744000.653912796,1958106.9528305654
Pathein,Pathein,16.7704,94.75,Burma,MM,MMR,Ayeyawady,admin,237089.0,1104832430,10547521.752662672,1894114.539082998
Yandoon,Yandoon,17.0433,95.6429,Burma,MM,MMR,Ayeyawady,,36172.0,1104318813,10646918.925991988,1925865.9975721675
Wakema,Wakema,16.6133,95.1829,Burma,MM,MMR,Ayeyawady,,48405.0,1104266529,10595711.960227078,1875856.926163325
Pyay,Pyay,18.8165,95.2114,Burma,MM,MMR,Bago,,135308.0,1104978348,10598884.565714683,2133343.6301602875
Chauk,Chauk,20.9085,94.823,Burma,MM,MMR,Magway,,90870.0,1104898616,10555648.07549058,2380971.52875367
Myitkyina,Myitkyina,25.3596,97.3928,Burma,MM,MMR,Kachin State,admin,139100.0,1104327329,10841716.902931131,2919978.4323711926
Monywa,Monywa,22.105,95.15,Burma,MM,MMR,Sagaing,,226222.0,1104777345,10592049.548979985,2524136.4147741497
Naypyidaw,Naypyidaw,19.7666,96.1186,Burma,MM,MMR,Nay Pyi Taw,primary,930000.0,1104838105,10699873.607762344,2245401.893838573
Loikaw,Loikaw,19.665,97.206,Burma,MM,MMR,Kayah State,admin,17293.0,1104542517,10820922.422050953,2233387.519674186
Yaynangyoung,Yaynangyoung,20.4615,94.881,Burma,MM,MMR,Magway,,110553.0,1104118838,10562104.605956588,2327782.826310146
Kyaukphyu,Kyaukphyu,19.429,93.5494,Burma,MM,MMR,Rakhine State,,4261.0,1104321745,10413871.572016267,2205509.4071061625
Magway,Magway,20.1445,94.9196,Burma,MM,MMR,Magway,admin,125973.0,1104246517,10566401.538301209,2290156.8152197953
Shwebo,Shwebo,22.5783,95.6929,Burma,MM,MMR,Sagaing,,88914.0,1104118052,10652484.900531644,2581100.193958656
Sagaing,Sagaing,21.88,95.962,Burma,MM,MMR,Sagaing,admin,78739.0,1104151403,10682440.975504119,2497123.8840009645
Myingyan,Myingyan,21.4618,95.3914,Burma,MM,MMR,Mandalay,,163812.0,1104162015,10618922.074057477,2447029.261193776
Pakokku,Pakokku,21.332,95.0866,Burma,MM,MMR,Magway,,126938.0,1104161315,10584991.89326369,2431510.3552930867
Mandalay,Mandalay,21.97,96.085,Burma,MM,MMR,Mandalay,admin,1300000.0,1104468217,10696133.272871692,2507923.7574590137
Taunggyi,Taunggyi,20.782,97.038,Burma,MM,MMR,Shan State,admin,160115.0,1104364374,10802220.747597681,2365903.318819462
Pyu,Pyu,18.4779,96.4379,Burma,MM,MMR,Bago,,40386.0,1104518645,10735417.921172637,2093562.4852078934
Taungoo,Taungoo,18.9483,96.4179,Burma,MM,MMR,Bago,,106945.0,1104269989,10733191.531356772,2148850.0224145586
Letpadan,Letpadan,17.7819,95.7415,Burma,MM,MMR,Bago,,176571.0,1104882792,10657895.027784199,2012036.0361796815
Sittwe,Sittwe,20.14,92.88,Burma,MM,MMR,Rakhine State,admin,179032.0,1104269305,10339354.304879252,2289623.244645025
Pa-an,Pa-an,16.85,97.6167,Burma,MM,MMR,Kayin State,admin,50000.0,1104494124,10866641.33691975,1903371.1235000147
Hakha,Hakha,22.65,93.6167,Burma,MM,MMR,Chin State,admin,20000.0,1104739581,10421363.373746654,2589746.57686298
Olgiy,Olgiy,48.9337,89.95,Mongolia,MN,MNG,Bayan-Ölgiy,admin,34934.0,1496290857,10013188.196854958,6263619.149575866
Mandalgovi,Mandalgovi,45.75,106.266,Mongolia,MN,MNG,Dundgovĭ,admin,2984.0,1496666560,11829477.008638011,5740376.655556497
Ulaanbaatar,Ulaanbaatar,47.9167,106.9166,Mongolia,MN,MNG,Ulaanbaatar,primary,885000.0,1496024767,11901901.469348114,6093007.854285928
Mörön,Moron,49.6453,100.1544,Mongolia,MN,MNG,Hövsgöl,admin,27690.0,1496482400,11149136.80870584,6385073.1521638725
Darhan,Darhan,49.6167,106.35,Mongolia,MN,MNG,Selenge,,74738.0,1496510995,11838827.845864644,6380157.760242815
Erdenet,Erdenet,49.0533,104.1183,Mongolia,MN,MNG,Orhon,admin,79647.0,1496374417,11590396.1382613,6283910.132723187
Uliastay,Uliastay,47.75,96.8167,Mongolia,MN,MNG,Dzavhan,admin,8056.0,1496103841,10777585.74428513,6065364.061597264
Choyr,Choyr,46.3611,108.3611,Mongolia,MN,MNG,Govĭsümber,admin,,1496514583,12062702.473798996,5838405.787647399
Altay,Altay,46.3722,96.2583,Mongolia,MN,MNG,Govĭ-Altay,admin,,1496574715,10715424.940626167,5840196.473207953
Buyant-Uhaa,Buyant-Uhaa,44.8666,110.15,Mongolia,MN,MNG,Dornogovĭ,admin,8776.0,1496862229,12261841.910879085,5600544.777711532
Choybalsan,Choybalsan,48.0666,114.506,Mongolia,MN,MNG,Dornod,admin,33376.0,1496921469,12746749.612774584,6117941.862344817
Ulaangom,Ulaangom,49.9833,92.0666,Mongolia,MN,MNG,Uvs,admin,35796.0,1496088351,10248807.031068003,6443384.197351912
Bulgan,Bulgan,48.8106,103.5317,Mongolia,MN,MNG,Bulgan,admin,17348.0,1496317433,11525096.124961965,6242785.068427689
Arvayheer,Arvayheer,46.25,102.7666,Mongolia,MN,MNG,Övörhangay,admin,28053.0,1496580180,11439925.582556028,5820502.805563706
Tsetserleg,Tsetserleg,47.4769,101.4502,Mongolia,MN,MNG,Arhangay,admin,19812.0,1496397451,11293384.604875766,6020266.684157633
Bayankhongor,Bayankhongor,46.3,100.9833,Mongolia,MN,MNG,Bayanhongor,admin,26252.0,1496815184,11241409.534624383,5828555.457219464
Darhan,Darhan,49.4867,105.9228,Mongolia,MN,MNG,Darhan-Uul,admin,,1496235602,11791272.159397759,6357851.346775239
Dzuunharaa,Dzuunharaa,48.8666,106.4666,Mongolia,MN,MNG,Selenge,,18830.0,1496200032,11851807.698491137,6252256.443350825
Dzuunmod,Dzuunmod,47.711,106.947,Mongolia,MN,MNG,Töv,admin,17738.0,1496245822,11905285.58186823,6058909.497565581
Ondorhaan,Ondorhaan,47.3167,110.65,Mongolia,MN,MNG,Hentiy,admin,14723.0,1496719699,12317501.65627572,5993921.652400091
Dalandzadgad,Dalandzadgad,43.5708,104.425,Mongolia,MN,MNG,Ömnögovĭ,admin,,1496141284,11624537.826087592,5399260.964566857
Ulaan-Uul,Ulaan-Uul,44.3337,111.2333,Mongolia,MN,MNG,Dornogovĭ,minor,3726.0,1496264968,12382434.315255433,5517229.090263588
Hodrogo,Hodrogo,48.9664,96.7833,Mongolia,MN,MNG,Dzavhan,minor,10.0,1496403046,10773867.673292635,6269162.098865861
Baruun Urt,Baruun Urt,46.7,113.2833,Mongolia,MN,MNG,Sühbaatar,admin,15805.0,1496627655,12610639.271381648,5893243.176525357
Suchboatar,Suchboatar,50.25,106.2,Mongolia,MN,MNG,Selenge,admin,24235.0,1496145017,11822129.922245653,6489684.535799274
Dund-Us,Dund-Us,48.0166,91.6333,Mongolia,MN,MNG,Hovd,admin,30500.0,1496382421,10200572.295707278,6109616.927847059
Dalandzadgad,Dalandzadgad,43.5836,104.4403,Mongolia,MN,MNG,Ömnögovĭ,minor,15093.0,1496544358,11626241.014296727,5401227.831720855
Macau,Macau,22.203,113.545,Macau,MO,MAC,,,568700.0,1446227359,12639771.582122246,2535915.3204130167
Fort-de-France,Fort-de-France,14.6104,-61.08,Martinique,MQ,MTQ,,admin,253995.0,1474969110,-6799394.497653152,1644340.6445509584
Bogue,Bogue,16.5904,-14.27,Mauritania,MR,MRT,Brakna,,10415.0,1478095096,-1588529.1336200142,1873196.8188398634
